Sort_id,Cell_seeded,FSC-A,FSC-W,SSC-A,CD33,CD34,CD45Ra,CD90,CD49f,CD38,CD19,CD7-10,dead,CD45,Time
4_B7,HSC,171051,86510,28916,-58,4643,50,149,52,-306,41,123,292,1910,5694
4_B8,HSC,174271,88291,25953,-165,4214,251,-16,137,73,38,100,260,1773,5440
4_B9,HSC,122821,77468,14747,-9,5620,130,775,214,-173,30,102,149,3957,5134
4_B10,HSC,163346,85296,27602,-217,5890,204,4,889,-128,55,30,221,3707,4819
4_B11,HSC,138182,82052,16339,-47,6976,-27,-36,248,-126,31,44,172,1732,4504
4_B12,HSC,148090,84001,18994,-63,3715,59,24,10,-45,13,79,175,1289,4158
4_C1,HSC,144140,84118,16850,-11,3958,73,373,688,-149,50,94,214,1397,7620
4_C2,HSC,168881,86383,28602,-130,4149,76,493,292,71,56,157,182,1571,7974
4_C3,HSC,142433,83223,17150,-105,6000,154,370,374,-123,35,102,212,1841,8225
4_C4,HSC,120517,82180,24324,-108,4637,178,-25,114,-186,52,139,320,1568,8475
4_C5,HSC,152256,82949,22231,74,4655,167,-54,1529,-108,25,99,276,1840,8674
4_C6,HSC,154445,84401,19383,-101,3864,61,138,884,-127,59,125,240,1334,8937
4_C7,HSC,129352,79182,13833,30,3304,95,-13,711,-152,62,121,174,942,9186
4_C8,HSC,147841,83672,20090,-29,3390,89,-23,495,-163,50,32,206,1513,9428
4_C9,HSC,146730,81947,22074,-108,5320,192,-5,538,-110,64,128,195,1575,9664
4_C10,HSC,157129,84271,30125,-78,3072,105,168,297,-171,22,90,210,1063,9904
4_C11,HSC,143891,89513,32161,-11,5496,117,831,68,-40,67,70,236,2024,10121
4_C12,HSC,159395,84847,22848,-102,5019,236,1055,429,13,29,142,211,1882,10472
4_D1,HSC,123853,79482,20989,-23,4167,102,118,962,-20,62,93,182,1595,13639
4_D2,HSC,128188,79726,16777,-62,4828,98,246,749,-15,39,38,172,1869,13428
4_D3,HSC,161842,87094,23328,-9,5637,62,100,54,22,44,152,254,1324,13188
4_D4,HSC,161357,90487,19774,-144,4357,5,-19,371,-168,30,123,215,1742,12970
4_D5,HSC,156911,92450,20463,63,2894,285,44,274,-159,39,138,204,1030,12662
4_D6,HSC,136517,80764,15989,-15,3074,131,-10,293,-156,4,133,175,1360,12382
4_D7,HSC,214919,103295,29495,-122,6995,-30,1792,134,-381,37,93,188,1703,12064
4_D8,HSC,162614,87509,14975,56,4999,101,176,222,-139,5,83,225,1678,11811
4_D9,HSC,109391,80548,23851,-193,7180,32,-90,160,-290,54,63,245,2272,11562
4_D10,HSC,125100,78899,16601,-70,3117,127,4,849,-130,8,121,197,1034,11278
4_D11,HSC,125898,79182,29083,84,3103,-59,35,143,-169,22,91,205,830,10974
4_D12,HSC,105355,77302,13606,-49,3485,67,-19,182,-45,36,87,268,1100,10755
4_E1,HSC,149832,93413,18041,-111,3892,189,23,658,-142,37,106,163,1006,13848
4_E2,HSC,185297,99024,24254,-86,4272,261,16,655,-126,63,133,214,1283,14142
4_E3,HSC,134842,82186,27819,-66,6488,15,241,35,-280,108,-16,267,1527,14448
4_E4,HSC,138810,80528,14485,-88,3913,87,331,582,-126,55,102,219,1297,14719
4_E5,HSC,148248,86127,16916,21,3144,126,315,254,-88,15,94,164,1280,15012
4_E6,HSC,142171,83739,25039,-43,4915,262,760,343,-92,53,134,245,1587,15252
4_E7,HSC,142415,82554,21109,115,3330,41,142,15,28,4,139,168,1750,15442
4_E8,HSC,125103,87423,15954,-56,6462,144,624,73,-353,47,46,260,2223,15663
4_E9,HSC,158080,84173,20336,27,3871,168,155,600,-45,44,121,265,1290,15938
4_E10,HSC,166105,92760,20190,-3,4282,162,-7,146,-34,48,77,177,1261,16175
4_E11,HSC,110058,82191,23427,-52,3100,52,6,319,-201,72,20,262,1006,16530
4_E12,HSC,172819,87068,23681,-82,3679,159,44,219,-127,29,126,197,1669,16784
4_F1,HSC,141677,83175,17154,-124,3835,195,212,151,-140,30,122,209,1272,19632
4_F2,HSC,132053,81640,20709,-56,2722,40,10,104,-53,78,81,174,1015,19426
4_F3,HSC,123657,78422,11344,-90,2679,82,42,304,-62,18,111,122,716,19165
4_F4,HSC,161367,86926,23825,23,5180,216,-54,1244,-150,79,158,214,2122,18895
4_F5,HSC,167328,91069,25411,-124,4111,119,162,227,-102,78,141,291,1639,18677
4_F6,HSC,139803,82763,17026,66,2742,76,-20,621,-91,8,123,191,929,18429
4_F7,HSC,155887,85602,20892,-158,8749,277,748,465,-457,20,133,222,5934,18155
4_F8,HSC,168890,87552,20838,-57,3627,65,97,12,-110,25,117,226,1420,17870
4_F9,HSC,126797,82079,17339,16,5521,172,494,288,-203,21,69,195,3787,17646
4_F10,HSC,149403,82339,16780,-31,5976,241,288,1315,-176,19,72,259,3185,17421
4_F11,HSC,145920,86691,15612,54,2741,52,-8,174,-90,10,95,135,555,17199
4_F12,HSC,191750,95013,33114,-129,7606,117,113,134,-124,64,101,244,1778,16981
4_G1,HSC,135224,80913,17565,-62,5807,219,2625,432,-197,64,90,174,2709,19890
4_G2,HSC,123670,78748,17358,-100,2833,21,95,289,-152,25,132,205,837,20137
4_G3,HSC,152955,84711,18132,-66,3449,118,-55,159,-65,45,95,196,1209,20347
4_G4,HSC,153563,84074,20073,37,3773,91,14,608,-87,21,101,200,1456,20571
4_G5,HSC,127494,78811,12739,-72,2498,65,-47,59,-5,47,85,193,965,20780
4_G6,HSC,145593,86773,24733,-55,3181,118,220,1011,29,71,74,238,1514,21022
4_G7,HSC,147651,82988,21454,-249,5635,189,108,737,-182,21,76,170,1806,21294
4_G8,HSC,158702,91682,39266,45,6764,235,5578,196,-275,74,-5,286,3016,21494
4_G9,HSC,155993,84769,17686,-18,2245,132,13,340,10,32,113,218,1139,21903
4_G10,HSC,136017,84455,19018,-53,3727,-2,162,762,-80,57,140,211,946,22132
4_G11,HSC,129416,80155,22238,-81,5504,190,84,421,-240,58,76,232,1996,22446
4_G12,HSC,127049,79181,16858,-144,4026,66,173,395,-91,45,117,189,1932,22688
4_H1,HSC,159142,84013,22992,-30,3777,138,1589,156,-190,32,96,260,1644,25828
4_H2,HSC,151178,83129,22483,-24,3843,30,55,367,-69,45,91,224,1344,25580
4_H3,HSC,186873,92520,31679,-179,5349,261,125,800,-19,39,72,294,2331,25330
4_H4,HSC,124917,80170,24537,-86,2794,-11,20,260,-137,115,38,225,1293,24920
4_H5,HSC,162670,84290,27315,-84,5487,123,446,349,-114,46,132,302,2340,24678
4_H6,HSC,152292,84998,18368,-247,7883,183,-97,160,-213,11,109,223,5388,24400
4_H7,HSC,171489,91029,18776,-34,3758,111,-53,411,-157,22,90,265,1720,24163
4_H8,HSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_H9,HSC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_H10,HSC,183092,91857,44105,-61,5315,125,4,82,-146,51,149,293,2128,23454
4_H11,HSC,137039,80537,15552,20,4276,121,136,336,-122,32,17,184,1095,23171
4_H12,HSC,164435,87774,28080,-51,5372,81,19,-207,-218,62,57,270,1104,22960
5_A1,GMP,167297,96356,42833,277,8942,3259,-107,1227,793,97,28,352,1814,699
5_A2,GMP,187996,92178,31108,382,4569,2919,-36,963,593,52,-33,248,1541,1053
5_A3,GMP,184870,93103,34326,266,3556,2153,-37,1147,1781,48,87,346,1615,1546
5_A4,GMP,200596,93765,31767,-418,3976,2017,-46,269,1118,67,156,280,1542,2327
5_A5,GMP,209386,96039,26175,-14,3747,2966,-31,1080,3058,49,22,309,2241,2763
5_A6,GMP,192091,92970,36322,25,4612,3409,-32,1108,1003,104,14,323,1273,3350
5_A7,GMP,171952,88122,31486,-436,3542,825,80,959,1722,40,155,285,2947,3667
5_A8,GMP,193520,91731,26704,-359,4684,2717,-96,903,570,59,39,276,1127,3930
5_A9,GMP,209570,96423,36463,-454,8964,3461,-91,1614,3223,135,-13,368,3150,4280
5_A10,GMP,182914,90132,22979,240,2830,2091,-38,563,1638,46,15,250,1530,5901
5_A11,GMP,173857,89222,29438,-532,5311,2824,-98,279,529,56,46,298,1866,6266
5_A12,GMP,192470,90382,22471,60,4322,2838,-56,785,638,14,102,290,1254,7966
5_B1,GMP,212694,98718,38732,371,2751,4649,38,1421,2456,98,72,440,2055,25281
5_B2,GMP,195586,97437,22347,-376,5201,1318,-14,143,1646,28,61,195,1269,24004
5_B3,GMP,179380,91257,24092,242,2637,2793,-50,361,1109,89,29,208,1310,22803
5_B4,GMP,170686,85207,30419,74,3384,2525,-91,681,1699,145,-12,293,1477,20749
5_B5,GMP,177414,96963,33329,-52,2305,4973,-93,967,378,86,-74,298,1270,19736
5_B6,GMP,127013,83213,20404,387,1946,3226,-68,1757,563,27,34,208,1624,19368
5_B7,GMP,177004,90021,42937,-1137,8829,1966,96,134,455,152,-33,547,6235,17235
5_B8,GMP,128935,88577,40853,-572,4704,680,4,323,350,105,21,158,1209,16312
5_B9,GMP,206264,93665,31092,131,2155,746,21,200,1601,88,-21,256,1388,15646
5_B10,GMP,200530,93686,27845,51,2706,2020,-44,481,487,41,94,342,791,14534
5_B11,GMP,141485,78298,18539,-45,2903,1015,-8,280,4943,76,0,164,1885,12520
5_B12,GMP,138612,81640,19238,-1164,6804,2059,-95,495,3749,136,-26,249,4385,9133
5_C1,GMP,146980,86792,30601,-620,6388,2487,-68,533,874,124,31,328,2019,25772
5_C2,GMP,208968,95313,28609,-527,4248,2453,-6,583,432,84,132,380,1226,26587
5_C3,GMP,146318,89141,36474,-409,3420,2294,4,666,626,96,117,318,1353,27915
5_C4,GMP,197530,92997,40085,-80,3709,2755,92,1161,929,66,148,302,1018,28215
5_C5,GMP,190924,89909,32892,-44,3261,1470,-1,352,1241,134,105,271,1124,29458
5_C6,GMP,119608,82920,36293,-401,5381,4034,-39,1365,371,139,-84,216,1796,31211
5_C7,GMP,195138,94025,25201,-139,4041,2464,-54,1705,1374,30,69,296,2252,32503
5_C8,GMP,170456,87398,30944,-93,3386,1216,-5,308,1726,123,45,337,1723,34058
5_C9,GMP,171833,84166,20273,366,2650,2508,-10,1237,1099,57,46,188,1195,37085
5_C10,GMP,179250,91487,33334,231,5424,2111,19,628,1063,131,4,269,1634,38045
5_C11,GMP,208298,96316,32372,-92,2315,1660,-45,438,3426,61,60,242,1427,39591
5_C12,GMP,187264,94888,32308,146,3254,654,17,180,1226,107,-33,283,1249,41148
5_D1,GMP,147573,84034,17555,-547,2987,1812,-33,227,523,35,54,125,734,53673
5_D2,GMP,198301,93499,24831,42,3175,2185,-65,712,1210,46,103,264,1016,51487
5_D3,GMP,173929,94893,28284,-184,4024,1987,21,1115,1369,64,152,326,1462,50080
5_D4,GMP,133876,83530,17855,-363,5705,1946,-94,838,3695,34,-38,416,3771,49023
5_D5,GMP,201882,93798,41378,-564,5942,2182,-70,606,717,196,75,451,1192,47776
5_D6,GMP,189226,89229,29903,-348,4122,2068,9,910,1080,70,61,272,1179,47423
5_D7,GMP,166473,91820,36837,-360,2552,2009,-62,486,684,90,105,235,1008,46916
5_D8,GMP,211543,96841,33700,-261,3551,1950,-12,1648,1387,49,71,373,1250,44303
5_D9,GMP,177609,89335,30395,-616,4557,2652,-13,484,1679,57,94,267,1530,43962
5_D10,GMP,177475,90249,30499,-644,4154,852,170,324,569,38,191,280,2218,43553
5_D11,GMP,187909,89752,28105,-399,2485,2506,-26,787,1210,16,88,292,1146,42567
5_D12,GMP,177859,92529,32179,59,3546,2084,-9,140,897,68,76,286,1451,41577
5_E1,GMP,212849,101182,36113,-202,4334,4065,-30,2540,488,144,58,423,1303,55900
5_E2,GMP,162266,91749,23722,-829,6779,1650,-61,288,986,55,110,353,2522,56402
5_E3,GMP,197679,93215,32271,-415,2989,2370,36,536,2088,45,48,296,1282,57122
5_E4,GMP,184478,90862,43540,107,2905,2105,0,451,523,153,-6,356,998,57526
5_E5,GMP,174700,87824,24575,262,2232,2667,-42,1065,1405,43,65,226,1238,58325
5_E6,GMP,171354,89139,27840,192,3953,3732,-49,887,665,42,-46,230,1901,59002
5_E7,GMP,199384,101871,39845,77,3657,4499,30,2336,2558,49,96,476,2502,59402
5_E8,GMP,219373,98145,31214,414,5273,2604,-52,498,1545,62,47,313,2439,59973
5_E9,GMP,126083,89702,35804,-635,5143,1834,114,464,361,73,149,391,893,60464
5_E10,GMP,123327,78579,20297,-580,3865,671,51,438,980,24,45,250,1660,61046
5_E11,GMP,184187,90911,36161,59,4517,1839,-60,733,407,41,102,343,1180,61487
5_E12,GMP,201456,91589,33912,-282,4490,2003,-29,812,577,86,76,275,1113,62915
5_F1,GMP,116076,83915,25639,-141,4729,2011,-33,788,865,67,9,161,856,72502
5_F2,GMP,181770,89549,27152,-193,3151,2443,-65,366,819,61,107,242,993,71226
5_F3,GMP,172117,88765,29750,-85,6447,2051,-75,365,3385,146,110,354,4270,70882
5_F4,GMP,178795,87902,37942,-23,4554,2224,5,413,1166,128,55,403,1378,68684
5_F5,GMP,177623,89803,28892,0,5626,2062,-64,668,4334,103,-21,580,5142,68002
5_F6,GMP,195675,91371,39031,-686,4992,2817,-35,554,632,170,75,297,2431,66918
5_F7,GMP,179867,89543,25308,-168,6209,2117,-36,502,1123,137,-32,321,2648,65815
5_F8,GMP,204653,96074,28715,-109,5717,3895,-88,724,695,64,98,274,2238,65621
5_F9,GMP,184086,89317,44962,-140,2720,1414,-71,321,416,102,-21,614,1578,65379
5_F10,GMP,189914,90098,25560,184,6197,1891,-36,1044,457,49,3,315,1492,64417
5_F11,GMP,164504,90885,33790,-1465,13840,2560,-142,647,373,125,-32,411,6636,64035
5_F12,GMP,217025,99578,36555,359,2961,2797,-70,1563,3429,60,86,365,1953,63523
5_G1,GMP,175530,88142,24768,-360,3649,3187,-23,640,985,41,53,284,1152,75013
5_G2,GMP,213666,102020,30423,291,2369,873,0,802,1142,46,146,357,1722,75974
5_G3,GMP,172169,87029,25297,-241,2819,1355,-14,512,534,92,24,264,868,76676
5_G4,GMP,170387,91330,22935,136,1953,784,-38,203,1281,134,45,470,3727,78224
5_G5,GMP,192965,93323,37992,197,4027,3441,-36,966,501,121,38,415,1427,78507
5_G6,GMP,193985,93044,30805,128,7234,3035,-153,847,3275,51,1,362,3336,78728
5_G7,GMP,198698,95081,38924,66,2073,1448,26,664,1364,160,112,396,1061,80515
5_G8,GMP,181537,89796,34785,-114,3442,1986,41,511,1286,137,15,301,1211,80979
5_G9,GMP,207556,96576,26071,399,2387,2349,2,1840,883,36,26,329,798,81221
5_G10,GMP,205584,93352,33652,-546,5820,2682,-82,989,629,162,-10,331,1619,81855
5_G11,GMP,184702,98284,46992,-415,4470,1061,145,1840,877,157,38,370,856,83438
5_G12,GMP,162293,86807,26052,-288,2772,1310,-9,312,1084,127,81,297,1634,84788
5_H1,GMP,131069,82428,26809,-588,5391,2560,-38,697,783,126,-45,277,2726,94124
5_H2,GMP,182356,94142,31570,-158,4481,2406,-86,701,788,40,60,356,1763,93463
5_H3,GMP,125392,89284,36179,-257,3282,1459,23,774,805,107,50,337,1134,91052
5_H4,GMP,172117,88424,25920,39,3332,2301,11,420,608,45,1,236,1409,90821
5_H5,GMP,124671,91090,31562,-295,8070,1847,-42,1286,704,65,17,341,2040,90412
5_H6,GMP,174836,91885,38231,-857,7058,1942,-6,788,583,180,-10,376,1230,90005
5_H7,GMP,200909,97728,31540,393,3349,3818,-96,1763,1350,37,105,333,1517,89019
5_H8,GMP,188508,95726,34483,-1023,7536,3969,-57,2250,633,130,-88,334,3027,87722
5_H9,GMP,189396,92460,27992,281,3753,1950,-78,502,496,52,93,311,1203,87244
5_H10,GMP,192174,95843,35172,-985,6459,2373,-50,645,355,153,68,343,1918,86712
5_H11,GMP,186296,90223,28746,165,3401,1756,-44,692,828,72,75,278,1327,85811
5_H12,GMP,184971,89373,24691,239,2481,2279,-17,1082,374,32,86,259,1160,85291
6_A1,HSC,192000,93500,30507,266,3551,2668,-20,931,1093,39,103,338,1340,1280
6_A2,HSC,193847,101893,37899,-65,4929,3123,8,957,529,90,66,455,1771,1960
6_A3,HSC,103910,83342,22046,-156,2441,1077,-40,161,992,36,69,165,949,3963
6_A4,HSC,170926,86671,29918,181,1952,2108,43,277,514,74,4,274,776,4376
6_A5,HSC,212667,95495,24997,-534,4185,2351,18,546,1341,56,116,321,2170,4815
6_A6,HSC,212238,94103,28249,121,3505,1303,4,568,1300,94,97,367,1518,5068
6_A7,HSC,180779,89296,35004,-693,5574,1498,-47,175,1646,127,112,237,4752,5375
6_A8,HSC,196750,92532,33690,189,2568,3287,11,754,4029,65,16,354,2208,6186
6_A9,HSC,183043,90847,32190,-1749,10539,3256,-144,1107,3126,137,-17,348,5250,11678
6_A10,HSC,196954,97950,43282,-684,7802,3128,127,857,1564,143,-57,400,2656,12657
6_A11,HSC,164198,85646,21009,-702,5116,1507,9,358,472,18,98,235,1472,13539
6_A12,HSC,222426,100257,35638,263,2966,3823,-76,1048,677,50,123,350,1435,14947
6_B1,HSC,178756,98483,38703,-441,4584,1225,80,605,690,134,25,444,1303,33545
6_B2,HSC,182817,90628,31550,-293,4152,941,-24,396,739,181,61,330,962,32238
6_B3,HSC,187607,90646,23843,-101,2982,2168,-7,1115,857,28,122,248,1237,31556
6_B4,HSC,217166,97686,30410,-20,3741,2229,-51,832,938,45,81,344,1039,29515
6_B5,HSC,189659,92531,24423,37,4645,3051,-89,1643,1908,72,32,256,1675,27984
6_B6,HSC,188087,95405,37950,48,2842,2716,-20,1640,3770,74,11,390,2154,27253
6_B7,HSC,188933,91234,20415,-355,3504,1036,-80,203,1880,137,-55,243,1183,26777
6_B8,HSC,139429,89488,33913,-18,3162,1640,-27,743,1470,86,86,297,1467,24596
6_B9,HSC,187587,91557,26818,-37,2622,2201,16,947,1106,16,113,252,909,23962
6_B10,HSC,203844,93508,30435,280,4458,2865,27,1430,1492,35,105,323,1413,21313
6_B11,HSC,210770,96088,32244,177,3427,2733,-106,726,2581,58,27,277,1272,20045
6_B12,HSC,147377,93840,28655,14,2929,2365,8,676,624,39,58,250,1408,17354
6_C1,HSC,158287,85624,23406,-681,4509,190,613,419,-569,112,72,244,2016,39016
6_C2,HSC,168806,88749,21869,-658,3863,194,-3,386,-298,51,123,251,1402,39437
6_C3,HSC,124997,80385,21553,-398,3085,125,266,701,-352,28,77,212,792,39816
6_C4,HSC,136466,80176,19674,-958,5529,96,154,881,-593,56,104,242,1736,40086
6_C5,HSC,150208,83026,33107,-280,2673,86,128,-72,-54,11,221,287,1861,40330
6_C6,HSC,147074,82413,20168,-624,4499,166,7,353,-487,45,62,212,1537,40604
6_C7,HSC,169522,94986,23435,-781,5222,124,487,973,-613,48,78,277,2188,40897
6_C8,HSC,158677,83360,20580,-565,3345,110,43,470,-497,52,148,246,1782,41158
6_C9,HSC,130335,79596,12922,-603,5096,139,335,635,-601,30,71,160,3338,41436
6_C10,HSC,167216,94865,22222,-453,3491,269,261,990,-249,12,140,240,1126,41710
6_C11,HSC,149158,83864,20779,-554,3427,110,291,723,-330,30,87,205,828,42130
6_C12,HSC,164308,86973,20547,-1008,5742,110,40,177,-674,34,152,248,2007,42428
6_D1,HSC,136636,83178,26171,-242,1495,51,156,-1,-131,66,96,248,939,46037
6_D2,HSC,161879,86114,20759,-658,3649,34,-15,298,-442,59,156,257,1222,45845
6_D3,HSC,155465,84517,21114,-796,4209,161,-11,307,-412,51,89,220,1286,45626
6_D4,HSC,134238,81509,15734,-982,6069,276,-94,1260,-724,61,171,266,4596,45316
6_D5,HSC,156052,85936,25663,-578,3727,111,32,296,-493,38,84,303,1458,45077
6_D6,HSC,145194,82362,18984,-770,4798,177,115,373,-526,79,60,155,2161,44586
6_D7,HSC,195556,91074,26804,-944,5265,190,3,281,-397,65,142,286,1694,44371
6_D8,HSC,122191,80566,22510,-356,4005,240,-3,276,-467,78,93,198,1938,44113
6_D9,HSC,161347,89010,16997,-526,3774,72,43,74,-434,30,73,200,1532,43825
6_D10,HSC,197650,95660,31917,-844,5628,148,160,282,-518,105,160,249,2201,43463
6_D11,HSC,155588,87261,21938,-903,4812,283,19,1101,-460,67,61,229,1022,43152
6_D12,HSC,126083,76514,10140,-522,3191,82,293,175,-250,59,119,184,885,42818
6_E1,HSC,142652,84058,13081,-594,3626,99,97,196,-465,43,91,221,510,46268
6_E2,HSC,183026,95921,22795,-506,3901,156,47,809,-429,57,184,250,1340,46507
6_E3,HSC,161553,87347,18907,-588,3935,214,47,1005,-466,66,65,290,1730,46812
6_E4,HSC,168485,86890,22674,-482,2885,255,60,942,-364,122,102,271,1461,47269
6_E5,HSC,116043,74761,18056,-580,3551,170,-33,541,-486,55,94,222,1870,47490
6_E6,HSC,165416,87234,24596,-700,5327,213,1,600,-387,57,204,258,1747,47708
6_E7,HSC,170245,89271,25599,-586,3552,216,248,187,-199,72,181,302,2406,48026
6_E8,HSC,148253,83519,23454,-476,3694,220,219,717,-408,27,109,213,1437,48247
6_E9,HSC,159358,87471,17538,-816,4792,86,179,678,-580,22,205,172,1656,48454
6_E10,HSC,152701,85372,20854,-609,4080,173,63,854,-461,52,110,240,1081,48646
6_E11,HSC,170800,86335,22423,-1331,8404,285,-106,517,-45,111,104,299,5622,48856
6_E12,HSC,165654,95105,47826,-716,4514,162,100,296,-331,103,74,388,2238,49133
6_F1,HSC,151440,87856,21204,-745,4709,223,6,234,-618,43,60,206,1441,52485
6_F2,HSC,131172,78811,17653,-770,4699,103,385,237,-690,58,92,178,1496,52279
6_F3,HSC,140586,83931,17810,-473,3065,101,47,115,-334,37,91,65,886,51975
6_F4,HSC,156483,89808,21302,-849,6529,193,3418,277,-605,49,60,259,3184,51699
6_F5,HSC,146469,86298,15797,-634,3243,38,21,268,-423,53,116,188,922,51431
6_F6,HSC,176269,87973,24343,-807,4893,248,136,861,-68,55,175,230,1825,51178
6_F7,HSC,164976,96584,19597,-1166,6761,226,0,290,-921,37,61,206,2099,50893
6_F8,HSC,124592,76937,12849,-377,2675,109,26,472,-313,55,97,185,1439,50572
6_F9,HSC,166777,89947,19174,-757,4128,107,-25,672,-462,45,139,296,1447,50337
6_F10,HSC,143069,83942,18670,-465,3596,278,178,418,-397,21,96,227,1410,50002
6_F11,HSC,118656,78751,18660,-827,5070,111,10,404,-595,34,82,207,1311,49630
6_F12,HSC,161379,88886,20592,-1002,6647,275,479,2360,-649,77,72,287,2675,49376
6_G1,HSC,162290,85949,25571,-10,2292,175,35,32,-153,32,63,226,1130,52695
6_G2,HSC,146284,81956,14314,-765,4049,179,30,1306,-484,26,140,186,969,52968
6_G3,HSC,132341,83601,12447,-614,3814,147,44,640,-341,35,85,179,1016,53217
6_G4,HSC,142753,84181,17426,-680,4057,144,3,869,-497,65,108,171,1138,53512
6_G5,HSC,152017,85528,19914,-1307,7713,200,846,226,-974,59,156,285,5779,53753
6_G6,HSC,169501,87211,29464,-420,3178,170,283,113,-31,37,191,300,1704,53989
6_G7,HSC,118995,84428,29378,-592,3515,206,43,937,-323,109,21,156,1110,54217
6_G8,HSC,153812,84267,21262,-252,2469,63,76,158,-320,43,165,176,979,54460
6_G9,HSC,118634,78236,13246,-541,3509,99,-52,435,-346,50,37,173,1035,54730
6_G10,HSC,152941,86291,22657,-630,4182,233,-34,294,-413,55,110,246,1482,54971
6_G11,HSC,140249,81107,18979,-394,2699,114,28,8,-235,18,181,222,744,55350
6_G12,HSC,140615,81670,20622,-887,5654,115,346,397,-669,77,148,211,2401,55605
6_H1,HSC,165864,87015,17007,-494,3179,76,133,190,-406,63,93,207,1246,58873
6_H2,HSC,147571,84996,15607,-337,2721,164,-14,472,-312,33,134,189,953,58631
6_H3,HSC,144572,80974,22551,-354,2991,98,25,1095,-314,36,118,186,1277,58329
6_H4,HSC,137474,83270,26091,-1091,6866,108,1257,926,-879,83,58,174,2102,57985
6_H5,HSC,141103,80292,21147,-618,3465,218,479,525,-423,58,185,191,1397,57756
6_H6,HSC,159053,84695,17096,-745,4750,127,2199,815,-475,5,136,261,1424,57501
6_H7,HSC,155868,83291,20816,-687,6166,235,450,730,-778,21,101,313,2832,57290
6_H8,HSC,142178,82771,18806,-701,3899,138,-33,230,-434,14,178,203,1159,56996
6_H9,HSC,116839,79327,25934,-562,3309,164,-39,234,-198,96,32,238,1390,56651
6_H10,HSC,118714,79374,17675,-1075,6781,281,15,1204,-835,74,50,252,2768,56343
6_H11,HSC,154957,84869,20267,-287,2768,182,42,768,11,33,111,175,1570,56071
6_H12,HSC,140556,82026,19056,-621,3510,248,124,431,-420,64,65,230,1256,55859
