sample_number,Exp,Day,Plate_well.x,Sort_id,Snumber,Depth,VAF.varscan,VAF.mutect,VAF.platypus,mean_VAF,DNMT3A,Plate_well.y,Single_cells,CD45.x,Ery,NK,Mono,Neut,CD66bneg,CD66bpos,CD14_MFI,CD15_MFI,CD66b_MFI,GlyA_MFI,Gran_freq,Mono_freq,GlyA_freq,CD66bpos_freq,CD66bneg_freq,FSC,FSC-W,SSC,CD33,CD34,CD45RA,CD90,CD49f,CD38,CD19,CD7/10,Zom,CD45.y,Time,Sample,Cell_seeded
873,LEUK14,21,1_A2,1_A3,S873,36042,0.2823,0.312,NA,0.29715,DNMT3A Mut,1_A2,1978,1966,0,0,868,471,302,144,9054,12582,10294,133,24.1,44.4,5.88,30.6,64.1,131142,83554,30327,8,645,8,496,163,273,34,-34,18,932,2452,CD34+/CD38- OR GMP,HSC
899,LEUK14,21,1_C5,2_A6,S899,36758,0.5096,0.551,NA,0.5303,DNMT3A Mut,1_C5,391,376,1,0,83,6,4,0,3400,7957,5071,-20.5,1.65,22.9,0,0,66.7,170437,101195,22934,60,1154,344,162,358,329,19,-40,26,879,2576,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
938,LEUK14,21,1_B10,1_F8,S938,37063,0.28,0.289,NA,0.2845,DNMT3A Mut,1_B10,17821,17350,45,5,3861,823,753,10,2755,6516,4903,199,4.82,22.6,8.61,1.22,91.5,162325,91206,39285,-76,1597,26,2143,261,467,37,-21,22,1147,26905,CD34+/CD38- OR GMP,HSC
959,LEUK14,21,1_G12,5_B4,S959,37188,0.3207,0.342,NA,0.33135000000000003,DNMT3A Mut,1_G12,5860,5142,0,0,102,4491,614,3667,10554,66522,50776,30.8,87.7,1.99,0.38,81.7,13.7,146581,92787,22120,42,1244,11,233,77,196,12,-27,22,826,7401,CD34+/CD38- OR GMP,HSC
996,LEUK14,21,2_G5,9_C6,S996,38216,0.5954,0.635,NA,0.6152,DNMT3A Mut,2_G5,2205,2107,1,0,918,286,177,81,12268,12669,15893,39.8,14.4,46.3,1.08,28.3,61.9,145758,86398,18436,8,412,17,181,195,301,10,-31,18,908,9988,HSC,HSC
894,LEUK14,21,1_F4,4_C7,S894,38327,0.5258,0.57,NA,0.5479,DNMT3A Mut,1_F4,6905,6643,3,0,3332,2336,1421,760,15893,26573,12553,107,35.4,50.5,2.22,32.5,60.8,117187,84181,17652,-64,685,220,95,444,416,-5,-41,33,540,9533,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
881,LEUK14,21,1_A3,1_A5,S881,38371,0.5745,0.606,NA,0.5902499999999999,DNMT3A Mut,1_A3,33403,32414,58,0,7061,9842,8502,1194,4091,8620,6866,224,30.4,21.8,3.98,12.1,86.4,160387,88982,36730,-101,1170,15,358,610,340,12,-40,34,1191,2923,CD34+/CD38- OR GMP,HSC
1026,LEUK14,21,2_B10,7_A6,S1026,38501,0.4616,0.486,NA,0.4738,DNMT3A Mut,2_B10,19794,19733,4,3,1462,17113,2849,13171,10248,63048,38259,97.7,87.3,7.45,1.16,77,16.6,149473,85749,21991,35,1318,-12,341,104,429,16,-33,20,647,2766,HSC,HSC
876,LEUK14,21,1_D2,2_C12,S876,38564,0.2602,0.274,NA,0.2671,DNMT3A Mut,1_D2,4385,2601,0,0,404,1742,100,1591,11455,57897,68833,15.4,68.4,15.9,0.085,91.3,5.74,167519,90357,25897,1,1334,1,118,115,446,-20,-33,27,612,14090,CD34+/CD38- OR GMP,HSC
892,LEUK14,21,1_D4,2_G6,S892,38874,0.0223,0.028,NA,0.02515,DNMT3A Mut,1_D4,7937,3051,0,1,1916,154,152,2,11146,13327,4801,73.2,5.33,66.3,4.79,1.3,98.7,134230,86091,22494,186,680,-6,282,-139,247,37,-60,29,514,27603,CD34+/CD38- OR GMP,HSC
906,LEUK14,21,1_B6,1_E5,S906,39131,0.4184,0.439,NA,0.42869999999999997,DNMT3A Mut,1_B6,18395,17460,9,0,6722,5872,2841,2688,8639,13114,18115,278,34.1,39.1,24,45.8,48.4,105929,84599,9069,48,468,-52,1735,211,502,20,0,13,818,21459,CD34+/CD38- OR GMP,HSC
979,LEUK14,21,2_D3,7_E7,S979,39549,0.4339,0.464,NA,0.44895,DNMT3A Mut,2_D3,39877,38248,9,2,17018,9796,9703,42,10133,10506,4662,169,25.8,44.9,6.4,0.43,99.1,173804,90614,30906,86,1250,29,1436,227,299,29,-57,53,924,19328,HSC,HSC
888,LEUK14,21,1_H3,5_C2,S888,41843,0.4003,0.441,NA,0.42064999999999997,DNMT3A Mut,1_H3,7379,7310,0,0,530,5810,432,5183,10294,56505,57058,83.5,79.9,7.28,0.59,89.2,7.44,123780,89215,22543,174,1282,-104,92,1164,350,28,-57,28,916,8888,CD34+/CD38- OR GMP,HSC
989,LEUK14,21,2_G4,9_C4,S989,41869,0.415,0.442,NA,0.4285,DNMT3A Mut,2_G4,43338,36255,241,0,10743,6321,6306,7,7512,7992,4672,138,17.5,29.8,26,0.11,99.8,163818,90612,34920,132,903,-9,1171,129,360,-4,-41,24,1067,9594,HSC,HSC
884,LEUK14,21,1_D3,2_F10,S884,42030,0.1018,0.108,NA,0.1049,DNMT3A Mut,1_D3,13242,6753,2,0,3666,397,344,37,8973,12727,4008,-24.4,6.09,56.3,0.29,9.32,86.6,135411,87358,19299,74,391,20,2583,258,450,18,-44,33,1236,23124,CD34+/CD38- OR GMP,HSC
973,LEUK14,21,2_E2,7_H3,S973,42900,0.5277,0.552,NA,0.5398499999999999,DNMT3A Mut,2_E2,10232,10134,1,1,1771,6699,671,5879,7992,38075,75712,118,66.4,17.6,7.76,87.8,10,149302,85780,32919,24,856,-31,579,259,419,-14,-20,36,814,32079,HSC,HSC
903,LEUK14,21,1_G5,4_G6,S903,43079,0.575,0.593,NA,0.584,DNMT3A Mut,1_G5,26391,23641,2,0,7013,3608,2017,1424,3366,5874,11534,84.8,15.3,29.8,1.72,39.5,55.9,132041,85820,22832,36,655,5,1054,524,335,6,-35,28,1132,24257,CD34+/CD38- OR GMP,HSC
875,LEUK14,21,1_C2,1_G12,S875,43267,0.4574,0.479,NA,0.46819999999999995,DNMT3A Mut,1_C2,2738,2701,5,0,1805,365,56,295,23650,16079,65078,93.8,13.7,67.7,12.5,80.8,15.3,141851,85936,30341,246,1099,-2,1880,280,277,25,-50,13,922,32784,CD34+/CD38- OR GMP,HSC
977,LEUK14,21,2_B3,6_G5,S977,43551,0.512,0.541,NA,0.5265,DNMT3A Mut,2_B3,2924,1308,3,0,74,33,30,2,1751,5568,7596,391,2.9,6.5,16.4,6.06,90.9,120835,84898,28132,-11,985,30,1311,146,511,-3,-37,37,828,43514,HSC,HSC
1018,LEUK14,21,2_A9,6_E2,S1018,43779,0.479,0.507,NA,0.493,DNMT3A Mut,2_A9,12532,11675,35,2,2295,5710,1796,3620,9364,37892,32643,60.4,53.1,21.4,2.01,63.4,31.5,168827,103528,87063,1,1656,15,3735,246,-55,30,-73,106,2734,33001,HSC,HSC
976,LEUK14,21,2_A3,6_B6,S976,44790,0.5173,0.549,NA,0.53315,DNMT3A Mut,2_A3,22754,22086,5,0,4128,10985,1915,8657,4903,19120,46872,95.1,49.9,18.8,2.64,78.8,17.4,154231,98338,53275,-94,686,37,482,163,246,19,13,21,714,16081,HSC,HSC
887,LEUK14,21,1_G3,4_F11,S887,45701,0.4572,0.468,NA,0.4626,DNMT3A Mut,1_G3,3371,2948,3,0,1304,515,285,200,10846,19576,16926,38.5,17.9,45.3,10.7,38.8,55.3,172250,89553,37808,-152,1226,84,531,404,279,4,-51,52,916,19852,CD34+/CD38- OR GMP,HSC
974,LEUK14,21,2_F2,8_E10,S974,45884,0.0221,0.025,NA,0.02355,DNMT3A Mut,2_F2,4574,4536,2,5,916,2077,1496,458,9729,31414,12553,205,46.9,20.7,16.1,22.1,72,202694,100012,28131,83,725,3,981,257,180,35,-43,9,764,17793,HSC,HSC
905,LEUK14,21,1_A6,1_B1,S905,46409,0.5791,0.655,NA,0.61705,DNMT3A Mut,1_A6,4580,4536,0,0,238,3915,107,3753,11146,69170,71226,100,87.7,5.33,4.57,95.9,2.73,161087,89637,32137,-7,463,58,189,216,170,0,-8,32,587,9491,CD34+/CD38- OR GMP,HSC
902,LEUK14,21,1_F5,4_C10,S902,46625,0.3397,0.367,NA,0.35335,DNMT3A Mut,1_F5,31021,22055,581,1,6912,3232,3123,31,5725,7496,3539,275,14.8,31.6,34.9,0.96,96.6,120967,86629,21167,-47,1155,30,48,891,477,18,-56,45,830,10644,CD34+/CD38- OR GMP,HSC
1032,LEUK14,21,2_A11,6_E5,S1032,46683,0.4441,0.452,NA,0.44805,DNMT3A Mut,2_A11,40012,39181,15,1,8862,8307,4234,3642,3366,6015,12934,151,21.4,22.8,2.93,43.8,51,153059,90902,31303,80,844,36,586,268,377,13,-26,13,845,33808,HSC,HSC
961,LEUK14,21,2_A1,6_B1,S961,47105,0.0217,0.022,NA,0.02185,DNMT3A Mut,2_A1,3639,3550,2,0,1480,1596,159,1398,16079,41531,62741,71.9,45.7,42.4,1.55,87.6,9.96,159309,90762,46707,116,1351,33,539,73,105,12,-47,35,939,18238,HSC,HSC
937,LEUK14,21,1_A10,1_C2,S937,47463,0.5877,0.628,NA,0.60785,DNMT3A Mut,1_A10,1677,1405,0,0,20,1231,51,1147,22027,152386,63356,53.9,89.3,1.45,0.35,93.2,4.14,152412,89208,22922,55,377,253,62,130,955,10,-31,46,471,10774,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
1001,LEUK14,21,2_E6,8_A9,S1001,47678,0.4626,0.491,NA,0.4768,DNMT3A Mut,2_E6,6892,987,47,0,0,3,1,0,849,3126,286,935,0.32,0,57.3,0,33.3,173377,89441,34866,-48,624,29,1241,590,481,24,-41,38,1157,2990,HSC,HSC
983,LEUK14,21,2_A4,6_B7,S983,48116,0.4899,0.514,NA,0.50195,DNMT3A Mut,2_A4,4367,3947,0,0,1270,1487,722,697,19576,36459,26384,75.8,37.9,32.3,0.087,46.9,48.6,119078,85170,19532,-37,797,80,142,180,493,21,-17,19,746,15676,HSC,HSC
872,LEUK14,21,1_H1,5_B7,S872,48381,0.5436,0.576,NA,0.5598,DNMT3A Mut,1_H1,3724,3314,0,0,482,1896,174,1652,14217,70707,57476,38.5,58.4,14.8,0,87.1,9.18,121098,84634,14608,95,1046,96,409,85,347,42,-50,30,476,6101,CD34+/CD38- OR GMP,HSC
997,LEUK14,21,2_A6,6_B10,S997,48803,0.495,0.526,NA,0.5105,DNMT3A Mut,2_A6,3931,1367,2,0,80,425,52,360,5007,18115,60638,289,41.2,7.76,9.61,84.7,12.2,190357,94124,46774,-90,852,-40,329,382,335,5,-6,42,728,14313,HSC,HSC
877,LEUK14,21,1_E2,3_D11,S877,48820,0.4815,0.522,NA,0.50175,DNMT3A Mut,1_E2,9410,4850,1,0,1684,1762,527,1134,6281,18415,27021,24.4,37.5,35.8,0.14,64.4,29.9,150032,90204,19591,10,795,42,460,485,140,-17,-44,31,1354,12305,CD34+/CD38- OR GMP,HSC
928,LEUK14,21,1_H8,5_F6,S928,49916,0.7077,0.75,NA,0.72885,DNMT3A Mut,1_H8,52,14,1,0,2,0,0,0,7748,8873,n/a,332,0,22.2,27.6,0,0,163830,90119,32545,43,808,199,18,236,983,30,-14,19,474,21487,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
870,LEUK14,21,1_F1,4_B4,S870,50037,0.4784,0.513,NA,0.49570000000000003,DNMT3A Mut,1_F1,2813,309,0,1,27,160,25,126,7579,42547,45419,64.2,55.7,9.41,0.61,78.8,15.6,130459,93905,32516,-2,834,-14,311,71,308,6,-60,13,717,5920,CD34+/CD38- OR GMP,HSC
869,LEUK14,21,1_E1,3_D10,S869,50098,0.4526,0.482,NA,0.4673,DNMT3A Mut,1_E1,3882,1953,0,0,229,1359,226,1069,11351,62589,50286,34.7,71.6,12.1,0.082,78.7,16.6,165238,97342,29986,207,356,528,-35,273,1552,51,-29,12,706,12601,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
962,LEUK14,21,2_B1,6_F4,S962,50717,0.5535,0.592,NA,0.57275,DNMT3A Mut,2_B1,16017,1671,1081,0,64,31,12,13,1415,4254,20424,1552,1.92,3.96,75.4,41.9,38.7,155752,90280,42793,-33,2052,-28,1271,502,198,-2,-50,19,985,40291,HSC,HSC
932,LEUK14,21,1_D9,3_C11,S932,50739,0.2969,0.32,NA,0.30845,DNMT3A Mut,1_D9,351,222,1,0,16,68,47,17,5976,27476,10412,80.9,42,9.88,7.5,25,69.1,169804,90520,22109,97,946,308,86,205,794,47,-36,18,615,11189,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
948,LEUK14,21,1_D11,3_D8,S948,50803,0.4249,0.472,NA,0.44845,DNMT3A Mut,1_D11,6877,2623,2,0,510,1574,760,678,11773,57336,20472,79.6,61.2,19.8,0.52,43.1,48.3,147948,86480,20844,-72,495,24,1195,96,494,46,-21,33,472,13397,CD34+/CD38- OR GMP,HSC
1019,LEUK14,21,2_B9,7_A1,S1019,51025,0.4016,0.427,NA,0.4143,DNMT3A Mut,2_B9,2221,2102,33,2,1037,244,141,84,28274,23261,19301,2951,12.8,54.6,40.5,34.4,57.8,164176,88367,27725,116,850,21,934,-54,504,-4,-23,32,1044,1308,HSC,HSC
1044,LEUK14,21,2_F12,9_A5,S1044,51103,0.4722,0.511,NA,0.49160000000000004,DNMT3A Mut,2_F12,20094,2924,4,0,303,1580,184,1331,9620,42753,57756,171,55.9,10.7,4.27,84.2,11.6,159839,92160,27638,47,823,26,3708,59,318,16,-36,29,634,2193,HSC,HSC
1004,LEUK14,21,2_A7,6_C9,S1004,51794,0.5958,0.64,NA,0.6179,DNMT3A Mut,2_A7,3914,3766,7,0,1614,1003,245,713,21512,25702,42857,86.1,30.7,49.4,5.44,71.1,24.4,148436,90759,23371,-146,607,102,235,475,315,8,-2,15,424,22710,HSC,HSC
909,LEUK14,21,1_E6,3_F9,S909,51897,0.3901,0.404,NA,0.39705,DNMT3A Mut,1_E6,30633,6015,31,4,2808,266,262,2,5416,5007,2691,-91.2,4.63,48.8,4.01,0.75,98.5,104621,87653,17658,-130,1163,29,1055,1255,230,16,-36,16,1293,20036,CD34+/CD38- OR GMP,HSC
985,LEUK14,21,2_C4,7_B6,S985,52059,0.4168,0.46,NA,0.4384,DNMT3A Mut,2_C4,11593,11252,6,2,2030,6458,516,5823,8171,37079,76831,152,57.7,18.1,11.7,90.2,7.99,169881,90215,33029,119,541,2,-10,245,500,31,-20,25,655,6687,HSC,HSC
1003,LEUK14,21,2_G6,9_C8,S1003,52532,0.0237,0.03,NA,0.02685,DNMT3A Mut,2_G6,5499,4593,7,0,259,3799,3797,1,14822,93222,8854,343,83.1,5.66,18.2,0.026,99.9,164115,89782,28548,25,1117,32,6883,464,397,7,-51,47,1135,10542,HSC,HSC
955,LEUK14,21,1_C12,2_C10,S955,52566,0.076,0.072,NA,0.074,DNMT3A Mut,1_C12,148,68,3,0,4,11,11,0,3723,6516,5799,880,17.2,6.25,55.1,0,100,159788,88127,24137,-70,1909,-22,1503,428,417,14,-48,36,669,13602,CD34+/CD38- OR GMP,HSC
929,LEUK14,21,1_A9,1_C1,S929,52671,0.3051,0.326,NA,0.31555,DNMT3A Mut,1_A9,87,56,1,0,2,18,18,0,4066,9642,9996,289,35.3,3.92,18.4,0,100,166890,90135,25875,-90,857,56,1280,769,116,17,-21,36,912,9771,CD34+/CD38- OR GMP,HSC
865,LEUK14,21,1_A1,1_A2,S865,52679,0.5119,0.53,NA,0.52095,DNMT3A Mut,1_A1,146,142,0,0,35,64,64,0,14021,40540,7939,166,45.4,24.8,0,0,100,147118,87381,41551,57,365,495,256,222,204,-1,11,29,636,2136,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
1037,LEUK14,21,2_F11,9_A2,S1037,53425,0.2347,0.265,NA,0.24985000000000002,DNMT3A Mut,2_F11,5435,3996,0,0,184,2892,511,2233,13114,77586,46985,-19.3,73.4,4.67,0.22,77.2,17.7,116708,84544,18876,-2,479,34,240,158,267,13,-10,18,611,1549,HSC,HSC
1041,LEUK14,21,2_C12,7_D12,S1041,53926,0.4868,0.504,NA,0.4954,DNMT3A Mut,2_C12,12121,11908,4,0,3226,6282,6268,9,9034,25641,5213,299,53.2,27.3,17.5,0.14,99.8,160558,88851,17591,-4,1064,29,4160,444,253,-5,-59,37,1328,13746,HSC,HSC
958,LEUK14,21,1_F12,4_F1,S958,54220,0.6852,0.741,NA,0.7131000000000001,DNMT3A Mut,1_F12,43291,12817,81,1,1314,1449,1438,2,2266,5169,3305,-59.1,11.4,10.3,6.21,0.14,99.2,144960,88143,28458,-15,893,3,1351,331,337,47,-36,53,1096,22669,CD34+/CD38- OR GMP,HSC
867,LEUK14,21,1_C1,1_G9,S867,54525,0.509,0.554,NA,0.5315000000000001,DNMT3A Mut,1_C1,7449,7421,0,0,902,5945,2671,2671,11070,64761,21010,126,80.4,12.2,3.49,44.9,44.9,124379,85573,13561,135,462,21,2802,321,370,15,-32,27,1163,31818,CD34+/CD38- OR GMP,HSC
1040,LEUK14,21,2_B12,7_A9,S1040,54555,0.8015,0.873,NA,0.83725,DNMT3A Mut,2_B12,6965,6946,0,0,189,6234,6171,33,12786,83493,8448,173,90.6,2.75,2.38,0.53,99,115979,84322,28834,-102,1350,5,698,445,137,43,-33,35,583,3651,HSC,HSC
940,LEUK14,21,1_D10,3_D4,S940,54810,0.2811,0.29,NA,0.28554999999999997,DNMT3A Mut,1_D10,994,329,0,0,1,249,50,185,15030,94835,47443,-42.4,78.1,0.31,0.41,74.3,20.1,181336,103520,29761,80,800,371,-11,264,954,34,-22,36,589,14446,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
991,LEUK14,21,2_B5,6_G12,S991,54814,0.3591,0.391,NA,0.37505,DNMT3A Mut,2_B5,7654,841,177,0,8,144,143,1,1384,6792,14720,376,17.9,0.99,29.3,0.69,99.3,154711,96342,82395,16,1427,8,3175,484,479,23,-53,72,2321,45852,HSC,HSC
1006,LEUK14,21,2_C7,7_C7,S1006,55144,0.4586,0.508,NA,0.4833,DNMT3A Mut,2_C7,5817,3017,5,0,488,388,316,39,3413,11773,9095,596,13.7,17.2,35.6,10.1,81.4,153319,86606,23435,-51,705,94,64,393,370,-12,-14,27,592,11156,HSC,HSC
971,LEUK14,21,2_C2,7_B2,S971,55544,0.5171,0.571,NA,0.5440499999999999,DNMT3A Mut,2_C2,9629,9598,0,3,291,8376,1517,6435,7430,45090,44764,80.9,87.5,3.04,5.43,76.8,18.1,146421,84098,21347,-21,673,-10,227,346,403,11,-21,4,630,7898,HSC,HSC
1036,LEUK14,21,2_E11,8_E3,S1036,55596,0.2703,0.284,NA,0.27715,DNMT3A Mut,2_E11,32993,31966,72,7,7963,4465,3762,606,3126,5604,4290,199,14.3,25.6,14.5,13.6,84.3,142433,87801,24870,115,1277,31,707,475,405,-9,-54,24,1225,15547,HSC,HSC
907,LEUK14,21,1_C6,2_A8,S907,56775,0.5649,0.609,NA,0.58695,DNMT3A Mut,1_C6,811,793,0,0,156,210,19,188,23482,105902,83289,78.4,27.9,20.7,9.52,89.5,9.05,188672,96928,58981,161,2141,271,57,-232,1572,-10,-82,81,991,3557,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
935,LEUK14,21,1_G9,5_A11,S935,57126,0.5716,0.609,NA,0.5903,DNMT3A Mut,1_G9,1265,1151,2,0,301,388,74,309,16382,41431,68498,24.4,36.8,28.5,1.41,79.6,19.1,163036,90104,32106,54,1343,-27,800,139,236,30,-26,31,896,4026,CD34+/CD38- OR GMP,HSC
1031,LEUK14,21,2_G10,9_D8,S1031,57173,0.3768,0.409,NA,0.3929,DNMT3A Mut,2_G10,39153,28439,573,0,16979,864,861,0,11325,7869,4193,945,3.08,60.5,54.1,0,99.7,154080,89151,37217,158,967,11,3015,107,446,43,-59,56,1648,13002,HSC,HSC
1035,LEUK14,21,2_D11,7_G3,S1035,57180,0.4853,0.492,NA,0.48865000000000003,DNMT3A Mut,2_D11,9253,2976,3,0,123,131,119,4,1213,4944,9156,376,4.7,4.41,16.9,3.05,90.8,150830,87751,27948,-11,647,-7,252,262,475,6,-7,7,586,25977,HSC,HSC
1009,LEUK14,21,2_F7,8_G2,S1009,57720,0.4771,0.519,NA,0.49805,DNMT3A Mut,2_F7,14028,13034,7,1,2131,7241,577,6415,6226,25519,50776,47.5,57.1,16.8,2.12,88.6,7.97,164730,92653,47649,-7,1201,-2,255,326,291,29,-43,41,750,22626,HSC,HSC
1000,LEUK14,21,2_D6,7_F1,S1000,61248,0.0214,0.025,NA,0.0232,DNMT3A Mut,2_D6,19715,19484,12,5,5109,1568,1380,152,2755,6404,4281,228,8.15,26.5,8.97,9.69,88,168811,89721,22011,68,1013,-18,823,225,456,35,-8,45,653,24742,HSC,HSC
990,LEUK14,21,2_A5,6_B8,S990,61623,0.3375,0.371,NA,0.35425,DNMT3A Mut,2_A5,12812,12034,1,0,4413,5492,2887,2256,12018,28342,18200,65.5,45.8,36.8,0.49,41.1,52.6,146630,88217,31316,70,696,1,997,22,322,-6,-31,34,951,15374,HSC,HSC
900,LEUK14,21,1_D5,2_G11,S900,61758,0.4675,0.481,NA,0.47425,DNMT3A Mut,1_D5,3310,1169,0,0,328,598,70,507,16079,67668,49439,-12.8,54.5,29.9,0.25,84.8,11.7,176390,92247,25247,-62,1411,219,180,363,2119,12,-37,17,852,29254,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
880,LEUK14,21,1_H2,5_B11,S880,61809,0.4682,0.489,NA,0.4786,DNMT3A Mut,1_H2,1971,1485,0,0,31,1259,103,1118,16192,108268,72809,27,88,2.17,0.44,88.8,8.18,207236,109335,50781,355,1414,220,398,70,1069,36,67,66,1635,4939,CD34+/CD38- OR GMP,CD34+/CD38- OR GMP
951,LEUK14,21,1_G11,5_B2,S951,62198,0.2478,0.259,NA,0.2534,DNMT3A Mut,1_G11,1282,1144,9,0,604,132,49,77,17327,19165,25038,135,13,59.6,24.5,58.3,37.1,155849,88673,19466,-14,1126,74,1052,120,415,53,-66,46,1012,8093,CD34+/CD38- OR GMP,HSC
1042,LEUK14,21,2_D12,7_G4,S1042,62530,0.471,0.493,NA,0.482,DNMT3A Mut,2_D12,20778,20293,13,3,3312,3448,303,3056,2644,6028,56505,123,18.2,17.5,3.9,88.6,8.79,189848,93530,36180,46,1053,101,206,230,369,-22,-21,47,968,26193,HSC,HSC
1011,LEUK14,21,2_A8,6_D1,S1011,64203,0.0246,0.023,NA,0.0238,DNMT3A Mut,2_A8,2654,2591,1,0,297,1733,1600,79,20232,125464,13701,93.8,67.4,11.6,0.84,4.56,92.3,128946,89086,53925,109,362,73,396,18,232,4,6,36,625,32360,HSC,HSC
994,LEUK14,21,2_E5,7_H12,S994,64288,0.5684,0.609,NA,0.5887,DNMT3A Mut,2_E5,4613,4581,8,1,2515,1220,324,830,16730,22502,41833,436,27.1,56,43.2,68,26.6,113703,90104,13025,-35,395,-11,560,675,394,4,-9,40,777,28986,HSC,HSC
966,LEUK14,21,2_F1,8_E8,S966,68686,0.4659,0.505,NA,0.48545,DNMT3A Mut,2_F1,40057,39035,40,3,11193,4885,3919,811,3942,5268,5158,204,12.6,28.9,11.6,16.6,80.2,138980,91631,26547,-10,604,-3,1285,387,178,-5,-27,43,807,17093,HSC,HSC
1014,LEUK14,21,2_D8,7_F10,S1014,72357,0.4729,0.484,NA,0.47845,DNMT3A Mut,2_D8,16184,10900,14,1,11,9936,9018,494,11273,77966,9620,-255,92.7,0.1,8.17,4.97,90.8,144934,87975,22904,-107,1704,-19,370,1007,-43,-9,-11,6,774,22023,HSC,HSC
952,LEUK14,21,1_H11,5_H4,S952,73052,0.4987,0.534,NA,0.51635,DNMT3A Mut,1_H11,271,206,0,0,58,29,12,11,13764,26384,21768,-19.3,20.9,41.7,5.56,37.9,41.4,165462,95340,41284,6,1025,26,209,96,287,39,-55,48,756,29171,CD34+/CD38- OR GMP,HSC
901,LEUK14,21,1_E5,3_F1,S901,75104,0.4903,0.515,NA,0.50265,DNMT3A Mut,1_E5,3850,27,0,0,0,1,0,1,705,1774,113161,50.1,5,0,0.68,100,0,145513,95406,55279,-51,1014,29,285,180,434,-4,-46,66,751,22577,CD34+/CD38- OR GMP,HSC
982,LEUK14,21,2_G3,9_C2,S982,75463,0.4694,0.51,NA,0.4897,DNMT3A Mut,2_G3,2499,796,0,0,3,704,96,563,10821,70019,46645,-3.85,89.7,0.38,0.15,80,13.6,126825,81592,17503,52,391,10,11,-70,409,30,5,27,359,9194,HSC,HSC
987,LEUK14,21,2_E4,7_H11,S987,75838,0.4954,0.543,NA,0.5192,DNMT3A Mut,2_E4,4511,4503,0,0,468,1926,240,1526,7414,31114,34830,356,45.4,11,40,79.2,12.5,192336,98197,32245,156,689,35,1010,240,485,-12,-54,28,671,29268,HSC,HSC
1023,LEUK14,21,2_F9,8_G11,S1023,76758,0.3669,0.38,NA,0.37345,DNMT3A Mut,2_F9,11284,9595,3,1,761,7556,324,7092,11020,63977,65716,28.2,81.6,8.22,0.42,93.9,4.29,151691,87031,25683,5,773,-20,1318,148,465,15,-17,13,899,25531,HSC,HSC
1021,LEUK14,21,2_D9,7_F12,S1021,77180,0.6116,0.664,NA,0.6378,DNMT3A Mut,2_D9,3258,3196,0,0,6,2986,2983,1,17654,120034,10530,155,94.6,0.19,9.72,0.033,99.9,151754,87162,23380,-48,1509,10,6385,605,276,45,-85,95,3305,21468,HSC,HSC
1013,LEUK14,21,2_C8,7_C12,S1013,77542,0.5174,0.537,NA,0.5272,DNMT3A Mut,2_C8,6111,6006,9,2,2115,1826,428,1372,10341,19392,53045,68.1,31.6,36.6,4.73,75.1,23.4,133302,81457,16232,-21,811,-4,7,124,346,34,4,10,421,13353,HSC,HSC
988,LEUK14,21,2_F4,8_F4,S988,78802,0.6414,0.698,NA,0.6697,DNMT3A Mut,2_F4,14937,14711,8,5,7038,2578,1828,614,11146,13174,9095,139,17.6,48.1,3.07,23.8,70.9,142394,85678,26869,124,1023,17,276,311,411,31,10,28,704,21174,HSC,HSC
1025,LEUK14,21,2_A10,6_E3,S1025,78902,0.4711,0.492,NA,0.48155000000000003,DNMT3A Mut,2_A10,28184,27628,7,1,2719,18939,2584,15506,5812,25702,46872,103,69.8,10,1.69,81.9,13.6,128075,86568,14977,-32,789,47,433,364,489,12,-30,45,895,33261,HSC,HSC
930,LEUK14,21,1_B9,1_F4,S930,79312,0.2309,0.238,NA,0.23445,DNMT3A Mut,1_B9,2702,2563,0,0,322,1618,186,1343,23096,148314,47789,144,70.3,14,6.48,83,11.5,149673,86985,19561,41,1077,72,160,70,381,16,-39,19,763,27975,CD34+/CD38- OR GMP,HSC
956,LEUK14,21,1_D12,3_D9,S956,80763,0.4578,0.481,NA,0.4694,DNMT3A Mut,1_D12,8083,4966,0,0,1603,1524,746,685,5568,15455,15455,30.8,31.7,33.3,0.59,44.9,49,157724,91211,24238,221,729,-15,167,59,188,2,-42,58,993,12941,CD34+/CD38- OR GMP,HSC
992,LEUK14,21,2_C5,7_B7,S992,81781,0.5289,0.548,NA,0.5384500000000001,DNMT3A Mut,2_C5,1394,1295,0,0,1,1101,1073,16,24566,175797,14788,112,87.2,0.079,1.19,1.45,97.5,180225,91925,37243,402,1950,80,1976,271,365,-6,-104,106,2849,6473,HSC,HSC
1034,LEUK14,21,2_C11,7_D11,S1034,82403,0.4931,0.526,NA,0.50955,DNMT3A Mut,2_C11,2634,2593,0,0,6,2400,159,2170,16652,114559,61231,68.1,94.7,0.24,2.21,90.4,6.62,147885,96726,53245,167,825,92,-5,426,470,31,-8,83,485,13996,HSC,HSC
