Sort_id,FSC-A,FSC-W,SSC-A,CD33,CD45RA,CD34,CD90,CD49f,CD38,CD19,Live/Dead,CD7/10,CD45,Time,Cell_seeded
4_B5,72604,85764,13655,31,25,1550,215,1091,-109,25,-13,440,2194,5115,HSC
4_B6,68440,84431,12629,60,41,1335,39,759,-131,24,-54,240,1920,4902,HSC
4_B7,66361,86467,18173,80,42,1788,-51,1157,-175,25,-31,451,1818,4706,HSC
4_B8,71531,86664,17743,110,0,1248,-26,1717,-87,39,-28,346,2353,4465,HSC
4_B9,67136,84604,19178,55,2,645,324,829,-20,28,25,369,2037,4217,HSC
4_B10,71551,85670,16693,11,62,1697,-51,1174,-88,15,-100,384,2510,4009,HSC
4_B11,74906,85492,16389,177,19,1661,-98,3164,-98,12,-134,439,3573,3780,HSC
4_B12,69510,83949,21979,75,27,1792,206,376,-130,33,8,388,1786,3538,HSC
4_C1,75685,88402,17963,110,42,1341,330,1093,-79,2,-29,274,1411,6124,HSC
4_C2,80266,88466,12508,113,21,1196,-100,1132,-20,-15,-31,334,2063,6323,HSC
4_C3,82426,90369,18146,61,67,1525,398,2186,-129,33,-102,447,2286,6537,HSC
4_C4,67406,84707,9961,66,32,994,-25,1224,-60,19,-14,266,1447,6736,HSC
4_C5,64974,88575,21149,66,13,1465,2156,1186,-155,21,-178,949,2280,6942,HSC
4_C6,71900,89255,17145,269,17,1093,9,1590,-43,1,-71,298,2202,7195,HSC
4_C7,56738,82753,11081,-13,-5,613,122,250,-53,12,23,233,830,7385,HSC
4_C8,71977,86876,13981,275,23,1278,-110,2378,-44,41,8,357,1787,7585,HSC
4_C9,73659,91075,17025,205,19,1460,568,2168,106,12,-72,318,2648,7807,HSC
4_C10,63081,82715,12164,188,30,1573,50,1301,43,46,-71,439,2903,8009,HSC
4_C11,62749,84484,10329,66,7,1211,-58,1129,-19,0,-55,225,1739,8212,HSC
4_C12,70265,87538,16626,104,46,1104,69,1274,-105,44,-109,422,1899,8427,HSC
4_D1,66718,86056,12451,98,22,1228,101,1285,-57,-2,30,341,2278,11001,HSC
4_D2,62865,85519,18628,94,19,1549,12,625,-77,51,44,424,1574,10807,HSC
4_D3,66683,87478,12113,62,22,1149,683,973,-51,15,-20,294,1538,10619,HSC
4_D4,61964,82122,10293,37,28,728,269,210,23,17,16,319,1114,10388,HSC
4_D5,63443,85313,11791,49,10,1462,84,791,-84,25,-60,284,2626,10190,HSC
4_D6,70712,84499,13785,-54,7,910,151,814,55,5,-18,260,1744,9997,HSC
4_D7,70771,83819,12013,166,41,1559,204,1791,-27,31,-21,296,2843,9798,HSC
4_D8,79998,89913,19974,22,37,1709,33,365,-53,15,-38,327,1256,9583,HSC
4_D9,77040,87790,16207,126,21,1431,-45,668,-39,21,-9,406,2314,9380,HSC
4_D10,86121,102133,22563,159,17,1522,83,452,112,15,2,648,1413,9120,HSC
4_D11,58515,82123,15390,120,17,1707,13,1589,-11,10,-34,352,2037,8873,HSC
4_D12,53393,82166,10772,120,33,1250,0,1014,-17,18,-43,264,1280,8636,HSC
4_E1,46071,80351,14851,150,31,1759,-12,1440,-106,9,-54,341,2720,11206,HSC
4_E2,72137,87838,16028,298,-5,1214,-17,2316,-167,18,-64,347,1901,11419,HSC
4_E3,70444,86731,15664,180,37,1040,68,1043,-71,24,-13,457,2697,11633,HSC
4_E4,66099,88784,14492,145,16,1166,141,1293,-214,22,-127,326,2742,11829,HSC
4_E5,72409,86270,14237,124,30,1184,278,398,-27,18,8,234,1705,12021,HSC
4_E6,71668,89185,17672,133,27,1452,33,702,66,52,-49,410,2141,12223,HSC
4_E7,66597,82749,18160,231,9,1191,126,1100,-88,45,-20,442,2518,12463,HSC
4_E8,69663,86610,11067,-53,31,1701,516,785,-101,17,-115,310,1683,12707,HSC
4_E9,61148,84383,13620,59,25,1522,-60,1394,-127,19,-15,336,2193,12909,HSC
4_E10,70383,83886,18999,60,13,1086,40,1025,-22,-2,307,364,1849,13135,HSC
4_E11,79246,92703,16130,195,-1,1375,47,897,-48,16,55,393,2015,13338,HSC
4_E12,78094,93467,18369,51,15,1407,-30,1447,-171,10,9,264,1993,13548,HSC
4_F1,77901,87521,17485,319,10,1446,487,2042,-95,3,-112,473,1562,16079,HSC
4_F2,82881,92437,19476,122,15,1530,49,233,-105,30,-24,368,2672,15884,HSC
4_F3,70202,86401,17325,15,14,1307,-68,448,-109,30,-92,898,2020,15620,HSC
4_F4,53313,85310,17369,37,-6,2214,869,950,10,45,-96,334,2366,15421,HSC
4_F5,66263,84886,13064,97,14,1307,480,1615,-70,21,-72,313,1965,15223,HSC
4_F6,67171,83658,11980,10,16,1281,-21,1414,75,25,-72,313,1841,15034,HSC
4_F7,70943,94546,11309,145,20,898,97,879,-4,14,-29,268,1597,14823,HSC
4_F8,51692,83882,18450,107,28,792,15,653,114,20,-25,296,1553,14607,HSC
4_F9,71009,85437,15002,101,11,1459,41,2132,-95,33,-28,358,1820,14388,HSC
4_F10,80616,89074,16986,219,32,1255,-48,1924,9,48,70,391,1800,14189,HSC
4_F11,77474,89171,14065,-7,12,1318,113,1489,-56,30,103,454,1883,13993,HSC
4_F12,68130,85000,11296,117,12,920,-10,1711,-21,35,0,249,1626,13778,HSC
4_G1,67074,85984,14634,-2,27,2186,194,673,-213,29,-82,265,1832,16272,HSC
4_G2,53351,83789,18441,25,27,664,428,461,-8,20,-48,423,1942,16496,HSC
4_G3,84566,92372,20470,75,45,1359,145,2120,-107,21,-115,440,3053,16741,HSC
4_G4,58034,83974,19345,110,8,1563,-55,891,-146,28,-22,407,2889,16947,HSC
4_G5,72376,90218,14171,163,27,1316,173,879,-68,51,-26,340,2521,17145,HSC
4_G6,71914,88000,11852,-10,4,1135,21,923,-106,11,-20,286,1924,17364,HSC
4_G7,70982,89280,12057,24,3,1144,78,697,1,22,-66,319,1501,17614,HSC
4_G8,80814,89999,16190,161,14,1195,-34,1341,14,43,-54,413,1718,17810,HSC
4_G9,73242,86185,15207,26,-5,1210,292,1650,-42,32,-97,359,2594,18002,HSC
4_G10,84230,92987,15223,99,-17,1780,221,499,37,11,-77,381,2367,18201,HSC
4_G11,61257,82595,9644,132,0,1090,110,1571,-55,0,4,322,1188,18433,HSC
4_G12,64841,82796,12920,289,9,1725,168,1819,19,-9,-101,211,2530,18650,HSC
4_H1,63615,85212,10995,28,-2,848,116,916,-106,9,-4,307,2071,21218,HSC
4_H2,70657,86676,12812,78,-9,914,53,1104,-54,-37,-47,386,2423,21008,HSC
4_H3,75400,88115,14508,228,26,1431,418,1020,-107,25,-1,391,1834,20821,HSC
4_H4,72188,89596,20278,20,14,958,-36,1639,-74,-3,-35,431,1960,20628,HSC
4_H5,72487,88861,12187,206,18,1372,-51,1435,-15,28,-71,256,2127,20426,HSC
4_H6,70618,84156,13554,215,32,1526,-9,2381,-132,40,-74,314,1625,20202,HSC
4_H7,61401,82591,12062,290,15,1454,-22,1437,-17,19,-76,401,2084,19945,HSC
4_H8,74151,88696,15480,92,14,1683,214,1709,-175,29,-50,333,2529,19714,HSC
4_H9,65974,87504,14799,143,-1,1231,-39,1255,-94,27,-13,274,1723,19505,HSC
4_H10,76175,89191,13295,96,44,1127,204,540,-92,43,-17,478,2394,19289,HSC
4_H11,71106,88930,16084,23,44,965,13,819,-93,9,-41,485,2014,19085,HSC
4_H12,66641,83982,11639,221,10,1223,167,1852,-79,47,-63,372,1899,18853,HSC
5_A1,46722,80498,17231,-15,19,2113,343,1930,-144,33,-44,373,2663,1307,HSC
5_A2,71996,85963,14282,30,18,825,131,518,-16,35,48,248,1251,1545,HSC
5_A3,92656,101803,15945,88,26,1262,99,407,-116,20,-1,453,1875,1756,HSC
5_A4,69693,85600,14936,317,19,1201,-67,1661,10,-6,-55,413,2406,1995,HSC
5_A5,70543,85782,12779,-2,27,1395,15,911,16,7,-65,517,2001,2192,HSC
5_A6,74646,87551,15545,173,6,1112,318,1130,-26,20,-29,463,1647,2379,HSC
5_A7,58686,82230,13024,128,28,1389,258,957,-52,22,-29,338,2027,2578,HSC
5_A8,64242,84719,13882,150,-12,1157,-3,1886,-73,40,-54,360,2218,2793,HSC
5_A9,82666,95811,17491,47,22,1440,32,1278,19,10,77,318,1184,3008,HSC
5_A10,72463,87580,13903,139,10,1231,86,390,-116,28,-28,367,1629,3202,HSC
5_A11,74426,84477,13481,108,17,1193,-26,518,9,14,-9,418,1648,3450,HSC
5_A12,78892,89635,16326,78,33,828,203,745,-152,31,14,346,1650,3693,HSC
5_B1,70101,84774,12999,234,6,1054,-70,2111,-17,28,-14,302,1829,6298,HSC
5_B2,88143,94971,18043,255,21,1518,-43,1028,126,-4,-41,466,1626,6081,HSC
5_B3,72924,87466,15832,108,20,1406,89,430,10,82,-75,326,1495,5878,HSC
5_B4,71547,89575,24003,67,41,1733,555,2627,15,13,-122,474,2292,5672,HSC
5_B5,71864,88942,13943,-6,21,975,-61,1703,-127,17,25,287,1932,5402,HSC
5_B6,70963,85278,12523,50,-6,1011,3,1385,-99,7,-61,326,2528,5212,HSC
5_B7,67163,84887,14461,216,21,899,268,1097,4,31,-24,314,1620,4964,HSC
5_B8,69229,88232,19695,168,9,1277,97,1451,-39,17,-30,438,2290,4759,HSC
5_B9,65587,92459,24029,53,-13,986,353,2417,34,20,28,334,2180,4552,HSC
5_B10,74261,87039,15547,-9,41,1387,-33,1667,-117,14,-80,369,1242,4332,HSC
5_B11,70725,89040,20082,210,27,1382,137,460,96,20,16,251,1341,4119,HSC
5_B12,70165,92581,24155,170,12,1231,11,767,-103,32,66,266,1154,3904,HSC
5_C1,68977,84100,13211,-15,32,1144,128,738,-21,4,37,302,1528,6510,HSC
5_C2,70342,87328,16376,4,-4,1043,88,183,50,22,-9,567,891,6718,HSC
5_C3,53682,81204,14196,65,19,1572,-59,1352,-16,30,-39,266,1752,6926,HSC
5_C4,60015,82625,13021,349,14,1822,742,1230,-102,19,-43,360,2820,7160,HSC
5_C5,57626,85088,14968,120,20,1875,59,1396,-12,30,-4,396,3137,7364,HSC
5_C6,69127,85609,13037,120,25,1390,1272,1802,-95,-1,-55,316,3257,7579,HSC
5_C7,74650,87406,16742,-37,29,1347,18,1437,-74,35,-97,418,2806,7798,HSC
5_C8,65641,85722,10956,69,32,1346,6,1384,47,-1,-50,294,1200,8047,HSC
5_C9,59368,84398,16974,65,56,1692,2012,2160,-55,40,-152,444,3327,8268,HSC
5_C10,69130,85107,14124,4,14,819,570,1940,-137,10,-91,341,2372,8465,HSC
5_C11,74985,91403,12031,5,44,1124,31,968,-64,33,27,283,1447,8677,HSC
5_C12,79442,92040,21348,101,53,1450,-67,1467,-97,18,-109,337,2694,8933,HSC
5_D1,68005,85851,12653,119,77,2092,-18,1137,-112,11,-110,294,2364,11540,HSC
5_D2,80788,89872,16987,80,28,1500,-92,2233,36,20,20,380,2414,11332,HSC
5_D3,68000,89025,13497,122,-8,1183,4,2494,-96,12,-17,276,1629,11135,HSC
5_D4,67330,85178,14000,202,13,996,14,601,-7,19,-21,231,1651,10919,HSC
5_D5,74420,88647,13702,13,3,1073,34,1040,15,26,37,353,1617,10708,HSC
5_D6,76082,86882,13137,15,13,1274,125,1578,14,26,-92,459,1973,10508,HSC
5_D7,72350,86441,12709,115,-5,1198,-12,555,-103,34,-23,365,2211,10246,HSC
5_D8,78168,88450,19641,36,22,1503,7,948,33,51,-59,337,1808,10022,HSC
5_D9,61842,84356,19588,29,22,1072,143,189,-16,35,10,419,1683,9804,HSC
5_D10,58924,83802,15670,201,36,1674,-94,1993,-78,18,-59,420,3290,9570,HSC
5_D11,72942,86174,16257,63,15,1532,678,891,-49,12,-97,334,1173,9367,HSC
5_D12,62230,83241,14169,160,17,1018,117,438,-100,49,53,331,2823,9166,HSC
5_E1,75311,89159,19345,73,36,1674,377,1034,8,50,46,382,2445,11749,HSC
5_E2,65454,84307,13571,-62,44,1442,186,3326,-30,12,-98,389,2338,12035,HSC
5_E3,74819,89063,15709,176,39,1968,21,1954,-140,5,-60,476,2523,12255,HSC
5_E4,70319,85557,12874,-49,13,1244,28,1284,-208,12,-62,299,2034,12456,HSC
5_E5,67469,85097,14471,182,24,1920,55,1318,-99,29,-102,524,1334,12716,HSC
5_E6,74786,88390,13978,180,10,1184,52,1606,-39,21,-78,376,1791,12961,HSC
5_E7,72243,86643,19916,47,41,1526,92,816,-80,45,11,359,2574,13209,HSC
5_E8,81260,90491,16735,30,26,1925,36,1100,-132,37,-1,590,3216,13434,HSC
5_E9,80173,92711,17474,116,33,1104,-17,496,-23,3,48,342,1811,13641,HSC
5_E10,59145,82677,16453,94,8,1628,10,1144,-26,12,12,398,1516,13922,HSC
5_E11,70247,87049,15346,12,11,1065,14,1687,-3,29,-68,337,1825,14150,HSC
5_E12,76767,86598,16343,10,22,1202,43,742,20,13,-7,322,2263,14341,HSC
5_F1,53149,79907,15173,42,13,1428,-21,736,-83,25,10,274,1470,16893,HSC
5_F2,55988,82194,15008,-81,20,1670,15,1897,-176,35,0,385,2057,16659,HSC
5_F3,64691,83768,13242,72,16,1465,-93,2291,-45,1,-141,892,1831,16468,HSC
5_F4,61254,82303,17520,52,56,1364,-7,2132,-177,36,-92,438,2359,16275,HSC
5_F5,69793,86607,11403,-30,2,887,23,881,68,7,59,178,1107,16073,HSC
5_F6,67103,85410,16320,-51,2,1019,506,775,-113,17,6,266,1506,15868,HSC
5_F7,83835,92197,15474,-36,12,1041,4,614,-24,12,-26,288,1212,15655,HSC
5_F8,67487,84950,13143,49,-2,1067,328,643,72,16,-3,237,2051,15450,HSC
5_F9,73058,86186,14032,132,13,1040,181,1635,-54,24,-18,491,2230,15193,HSC
5_F10,56227,82274,10136,74,21,1795,-63,1531,-1,11,-50,308,2137,14983,HSC
5_F11,60662,83723,17672,92,25,1696,62,487,-111,40,-32,391,2560,14762,HSC
5_F12,66057,84878,10807,33,41,1035,-40,1680,-86,28,5,286,1586,14568,HSC
5_G1,66440,83034,13666,18,81,1846,-1,1868,-15,10,-40,387,2433,17136,HSC
5_G2,71486,86374,13905,112,16,740,12,730,-13,25,-23,274,1001,17360,HSC
5_G3,84390,90898,15510,63,98,1388,12,459,-45,32,-25,401,1899,17559,HSC
5_G4,64792,84160,12131,48,-3,1203,-20,1083,-51,-5,-18,363,1943,17785,HSC
5_G5,72932,87153,15924,23,40,1064,-53,1690,-116,31,77,307,1740,18019,HSC
5_G6,55295,81845,11662,47,53,1172,37,638,59,31,-22,304,1858,18249,HSC
5_G7,67840,86487,12241,69,22,907,-45,1161,-62,16,34,301,1795,18486,HSC
5_G8,67996,83889,13076,-13,13,1124,75,1514,-67,35,-106,396,2811,18706,HSC
5_G9,69106,86488,20721,81,-5,2123,22,1897,-189,51,-89,349,2585,18917,HSC
5_G10,62482,83283,10745,207,22,1114,60,1033,22,17,-28,273,2240,19112,HSC
5_G11,63094,82133,14292,53,30,1310,60,894,-106,29,-38,536,3122,19310,HSC
5_G12,68526,84907,10862,25,21,1022,297,995,-79,19,-46,359,1406,19527,HSC
5_H1,64645,82667,11619,78,-9,793,-104,1913,-131,11,-72,306,1373,22195,HSC
5_H2,62079,80587,12851,167,25,804,-43,1711,2,17,25,333,1442,21977,HSC
5_H3,74160,87412,14337,85,0,1286,-12,1128,-8,17,11,328,1471,21780,HSC
5_H4,69161,85243,15846,39,-2,1370,-116,2190,-169,22,-141,350,2127,21578,HSC
5_H5,67562,83919,14135,222,23,899,-10,1713,-44,16,-52,281,2065,21355,HSC
5_H6,76941,86720,14799,209,35,1363,164,1523,-141,25,-43,274,2002,21118,HSC
5_H7,53777,84541,19661,55,32,1581,15,504,-117,-11,26,324,1921,20892,HSC
5_H8,54800,82599,15200,196,41,2630,74,1315,-170,14,-16,302,1689,20647,HSC
5_H9,50539,82479,20833,141,5,1594,182,834,0,33,38,392,2061,20430,HSC
5_H10,64043,82063,15313,181,-2,549,320,892,30,25,2,307,960,20172,HSC
5_H11,68418,82551,10389,110,11,1029,33,1933,3,50,24,274,1678,19927,HSC
5_H12,75389,87913,14693,40,2,1336,21,764,-2,45,-34,323,1750,19721,HSC
6_A1,77578,91194,15391,167,61,1182,-16,742,-38,3,22,313,1124,550,HSC
6_A2,76064,88779,15116,159,3,1214,-20,1795,-105,30,-8,404,1864,775,HSC
6_A3,67193,84417,13842,187,33,1738,71,1946,-103,1,-14,424,1690,1002,HSC
6_A4,57526,83339,16460,200,32,2094,873,1425,-223,63,-155,466,3390,1195,HSC
6_A5,73203,87006,12141,43,24,973,-8,369,74,24,-11,350,1624,1389,HSC
6_A6,66987,85236,17565,132,13,1305,48,749,-103,17,8,400,1356,1585,HSC
6_A7,71696,87024,16067,77,11,1496,59,1339,-80,17,-65,381,2241,1803,HSC
6_A8,102588,103145,31706,302,7,2051,591,1963,102,17,-49,451,2910,2032,HSC
6_A9,78141,88148,13301,-37,12,1001,380,527,-17,28,50,225,1507,2246,HSC
6_A10,60640,81049,11244,159,28,845,10,714,-20,46,-83,210,1766,2492,HSC
6_A11,80603,90782,21405,109,-2,1465,102,629,18,16,-79,399,1852,2695,HSC
6_A12,74791,87613,12837,61,11,1338,46,414,-116,50,-31,257,1978,2925,HSC
6_B1,53810,83162,20924,20,-17,1535,248,1473,-37,16,-61,249,2436,5518,HSC
6_B2,56905,82131,13268,89,49,995,292,745,-23,30,19,384,2110,5288,HSC
6_B3,76645,87153,14569,271,4,1130,-59,1712,-58,13,0,282,1797,5080,HSC
6_B4,50203,81654,15366,246,28,1814,129,983,8,10,-99,321,1835,4874,HSC
6_B5,91698,95553,19148,14,4,1267,650,665,-40,26,-49,298,2024,4661,HSC
6_B6,59016,81550,13790,190,71,2118,10,2611,-49,39,-188,804,3541,4440,HSC
6_B7,73057,86467,14047,173,39,1579,128,1240,3,17,-184,1125,4105,4237,HSC
6_B8,78903,89034,19201,88,28,1248,5,1084,-28,42,26,346,1884,4046,HSC
6_B9,73793,88055,14115,186,10,1690,33,427,-65,42,15,477,2201,3837,HSC
6_B10,82420,90759,18187,-37,37,1392,447,1383,46,17,3,414,2573,3607,HSC
6_B11,46729,78136,10872,56,8,883,-2,1812,-58,29,7,256,1836,3376,HSC
6_B12,69485,84982,9032,63,26,912,-15,717,-52,19,6,325,1744,3136,HSC
6_C1,77136,89912,14111,1,14,1528,116,892,-66,-5,-104,671,2095,5744,HSC
6_C2,59279,86349,14606,98,35,1309,-23,588,-70,43,-70,371,1188,5978,HSC
6_C3,77608,86972,13746,17,15,1012,20,591,-60,12,46,314,1753,6200,HSC
6_C4,71175,85771,13280,44,-7,1184,-34,1336,-90,21,-47,368,2714,6446,HSC
6_C5,64804,84105,10795,84,16,701,186,1417,-125,31,-34,250,1439,6635,HSC
6_C6,70434,85803,13251,144,16,1198,41,643,-71,28,-29,380,1633,6842,HSC
6_C7,71105,86921,17060,62,40,1603,28,503,-55,40,-50,398,2090,7032,HSC
6_C8,61295,84726,17277,32,17,2056,211,564,36,43,-109,349,2674,7260,HSC
6_C9,77651,89468,16397,76,14,1085,21,919,98,43,-24,303,1572,7486,HSC
6_C10,61656,83348,13509,12,12,590,188,260,29,33,-40,428,1459,7680,HSC
6_C11,63767,81723,12307,254,32,1129,44,2712,8,27,-43,223,1696,7901,HSC
6_C12,70424,85866,11535,186,19,998,-13,1330,-14,32,-2,390,1346,8113,HSC
6_D1,72855,87460,14935,164,-20,1512,37,808,-206,24,-62,255,2573,10832,HSC
6_D2,70920,88520,15830,123,-10,1176,21,644,-38,-1,-30,233,1476,10640,HSC
6_D3,84855,93924,14976,59,-4,1203,-54,458,2,60,35,347,1026,10438,HSC
6_D4,78019,87975,18955,98,29,1391,8,630,-122,10,12,334,2625,10237,HSC
6_D5,69753,85965,12582,55,17,975,-12,966,-16,50,-41,286,1796,10028,HSC
6_D6,70949,86009,12354,-34,-2,1725,89,879,-58,-3,-9,253,1837,9792,HSC
6_D7,66945,83772,13491,156,48,1341,100,1194,-59,14,-51,357,2101,9586,HSC
6_D8,72824,86995,12839,-1,11,1288,733,1016,-3,11,-113,246,1848,9382,HSC
6_D9,63584,84474,16373,39,9,1004,26,352,-16,5,13,248,1670,9166,HSC
6_D10,72467,86322,14434,79,-4,1425,88,999,-71,9,-11,228,1406,8911,HSC
6_D11,66611,85535,14199,95,9,937,116,2660,5,7,21,345,1825,8606,HSC
6_D12,73743,87652,12906,70,47,1104,207,1707,-83,26,31,347,2243,8351,HSC
6_E1,65708,86053,12041,63,-9,1283,-55,1534,-83,19,-116,498,1665,11037,HSC
6_E2,75378,87490,10944,36,38,1361,178,539,32,30,34,392,1546,11241,HSC
6_E3,73148,86367,13967,95,37,1433,33,691,-74,24,-21,412,2243,11470,HSC
6_E4,52191,79830,9987,63,38,1107,-47,628,-61,4,-28,309,1753,11676,HSC
6_E5,57479,82284,11370,123,23,1332,65,784,-50,7,-9,407,2123,11932,HSC
6_E6,69718,84659,12833,60,-8,1090,23,1276,-100,20,-24,285,1620,12145,HSC
6_E7,75050,87572,19917,-10,12,1651,57,279,-10,10,-71,196,1762,12373,HSC
6_E8,64189,84011,11881,134,27,1288,198,1630,-12,16,-15,311,2156,12583,HSC
6_E9,75170,88681,14815,75,18,1331,192,489,45,1,20,255,1279,12778,HSC
6_E10,75070,88731,13500,42,-2,1392,127,585,-137,-5,77,198,1627,13004,HSC
6_E11,68875,86509,16097,66,31,931,30,1320,-15,49,-18,351,2305,13208,HSC
6_E12,52745,80946,14355,91,8,1692,1749,2106,-140,44,-163,348,2546,13414,HSC
6_F1,61516,82847,10600,110,14,1311,-49,1323,-40,43,-44,376,1484,16006,HSC
6_F2,74302,86265,17072,64,6,1298,-13,744,15,36,42,298,2234,15789,HSC
6_F3,74847,87206,14543,88,32,991,146,1292,-108,37,19,353,1676,15550,HSC
6_F4,68782,86466,17020,91,26,1791,106,433,57,27,-7,413,2328,15300,HSC
6_F5,75745,88891,16237,15,11,1452,-64,274,-162,35,-62,300,2114,15094,HSC
6_F6,55038,83807,14063,14,12,1007,166,461,34,20,85,303,1250,14857,HSC
6_F7,70728,85860,17044,228,3,1272,-34,725,62,19,5,300,1376,14641,HSC
6_F8,63960,84326,12217,65,-3,1642,24,1172,-74,16,-29,298,1911,14434,HSC
6_F9,68187,85338,15422,7,62,1122,-2,1873,-106,34,-22,333,1562,14238,HSC
6_F10,75161,87053,15325,62,34,1338,372,699,-93,34,226,342,1685,14030,HSC
6_F11,79958,88897,15327,16,3,1408,-42,286,-91,19,26,294,1227,13817,HSC
6_F12,69413,92579,16433,193,8,1094,25,1636,-8,-10,54,287,2347,13615,HSC
6_G1,85757,92458,20467,71,42,1624,317,463,-101,30,-117,284,1372,16216,HSC
6_G2,52862,81581,15571,100,-3,1247,130,1923,-15,31,-73,368,2244,16450,HSC
6_G3,68221,85457,16539,76,4,1362,57,884,121,3,-20,289,1972,16706,HSC
6_G4,75419,87796,16845,64,32,1752,-14,1630,-249,65,-30,453,2373,16977,HSC
6_G5,55688,88587,17834,164,36,1324,53,1636,-71,26,-32,461,2926,17174,HSC
6_G6,81288,89103,15501,238,4,1879,-8,728,-80,17,-8,453,2592,17376,HSC
6_G7,64640,84409,11889,12,32,562,-45,501,56,5,81,258,1366,17613,HSC
6_G8,73050,87434,11386,-31,14,1581,571,788,-123,3,-8,331,2515,17819,HSC
6_G9,75304,86778,13502,119,-11,1144,27,643,-65,18,-22,279,1519,18056,HSC
6_G10,79321,89818,16613,160,10,1251,56,592,-82,36,-20,381,2196,18283,HSC
6_G11,61152,83086,10413,-39,15,854,203,745,-39,18,-22,199,808,18488,HSC
6_G12,58900,82416,17929,128,49,1589,51,1665,-67,48,-66,353,2854,18746,HSC
6_H1,73254,88337,15113,74,14,1396,-24,1671,-86,67,-27,357,1721,21404,HSC
6_H2,67014,85966,11571,159,46,673,604,1403,41,34,-47,383,1500,21195,HSC
6_H3,49950,85093,15177,203,20,1910,111,646,-187,13,-128,312,2914,20999,HSC
6_H4,78425,89225,17177,193,27,1129,339,736,-2,33,-26,339,1364,20725,HSC
6_H5,69253,85636,14807,211,13,1006,86,919,-36,-5,45,405,1644,20487,HSC
6_H6,65909,88342,11984,71,14,1001,57,1140,119,-1,-51,249,1855,20284,HSC
6_H7,68440,85774,11542,124,16,1475,66,1469,-119,27,-98,328,1841,20072,HSC
6_H8,81820,88008,15365,9,6,1369,13,829,-51,15,0,393,1920,19859,HSC
6_H9,56974,83256,15218,87,32,2282,6,1283,-227,64,-44,419,3024,19630,HSC
6_H10,74332,87978,15904,124,-4,1325,444,313,-55,12,-77,314,2553,19389,HSC
6_H11,62006,83277,18508,25,-7,987,98,661,-76,20,-65,344,1520,19180,HSC
6_H12,67851,84780,11404,61,27,1509,131,1085,-78,33,-60,387,1784,18959,HSC
7_A1,97078,94723,26755,105,57,1779,478,994,36,45,-47,445,873,519,HSC
7_A2,59155,82533,13370,-30,3,1536,-16,285,-15,11,-4,297,2039,720,HSC
7_A3,74504,88312,13816,84,15,1302,-9,745,-82,35,-71,386,2363,919,HSC
7_A4,70346,83918,17184,-10,24,1154,238,763,-10,10,12,339,1477,1172,HSC
7_A5,55264,81875,12605,50,36,1613,-8,1630,11,15,-36,309,1681,1381,HSC
7_A6,55590,83564,12892,197,22,823,4,1890,-19,4,-19,280,1490,1636,HSC
7_A7,69647,85530,13025,143,4,981,-53,654,17,36,18,254,1906,1826,HSC
7_A8,74453,86448,14516,150,13,1352,93,1306,-83,2,-80,343,2339,2082,HSC
7_A9,70875,83684,13691,164,38,1362,134,518,-129,28,-44,410,2235,2278,HSC
7_A10,75601,86775,14267,96,41,1117,105,1682,105,46,-52,308,2284,2531,HSC
7_A11,74859,86428,12188,119,17,990,-9,855,-54,30,16,317,1943,2754,HSC
7_A12,67430,86028,13436,212,24,1015,6,704,-38,64,-96,309,2247,2957,HSC
7_B1,78507,96423,12718,-9,37,1513,153,1035,-164,20,-60,347,3326,5582,HSC
7_B2,68248,85258,15056,115,11,921,295,2809,43,41,-53,327,1549,5388,HSC
7_B3,60600,80655,12118,109,-22,779,42,485,-35,28,-22,341,2147,5179,HSC
7_B4,57497,85343,21521,11,39,1880,865,1258,-91,30,-90,386,2694,4981,HSC
7_B5,64725,83114,11463,111,28,1075,-46,2100,-34,13,-33,267,2002,4784,HSC
7_B6,75019,87997,21921,110,52,1543,275,1686,-44,24,-94,397,2416,4587,HSC
7_B7,61077,83488,15930,10,11,971,1009,610,-12,13,10,341,1778,4370,HSC
7_B8,75205,87756,15528,33,24,1264,47,437,-147,5,27,321,1334,4116,HSC
7_B9,68839,85145,15427,345,23,1190,111,3970,66,-4,-184,364,2490,3923,HSC
7_B10,75594,87319,15699,120,4,1069,389,1833,-58,5,-32,281,1000,3679,HSC
7_B11,67901,94390,13219,-25,-11,1519,297,1311,-102,10,-18,383,1897,3418,HSC
7_B12,68452,85527,16240,142,7,985,83,969,-45,26,-28,334,1659,3174,HSC
7_C1,68174,85665,14167,186,7,1410,-49,2120,-77,30,-18,485,2438,5799,HSC
7_C2,54982,79873,14469,-32,16,1269,51,574,-3,2,-41,319,1653,6023,HSC
7_C3,72144,86504,15283,165,-5,1214,812,1557,36,9,-47,409,2297,6240,HSC
7_C4,57759,82771,9732,198,32,1352,74,1289,32,41,-35,359,1937,6438,HSC
7_C5,65284,86516,21066,183,20,1408,82,1526,-49,22,-88,326,2082,6658,HSC
7_C6,81195,90335,14791,135,10,939,214,645,129,5,-66,372,2172,6866,HSC
7_C7,69742,91605,12325,23,14,1396,75,520,-80,17,-45,217,1659,7101,HSC
7_C8,69508,83821,11371,63,17,1099,-75,1837,-127,-2,-8,341,1497,7314,HSC
7_C9,68283,86052,14473,11,9,997,247,679,61,27,-46,237,1379,7514,HSC
7_C10,74229,87387,14231,23,26,1299,-23,526,-26,21,23,268,1673,7759,HSC
